recv_time,clock,node_id,seq,temp_c,hum_pct,status
2026-08-21 10:13:00,set,n1,26,28.4,50.9,ok
2026-08-21 10:13:00,set,n2,26,25.3,57.0,ok
2026-08-21 10:13:00,set,n3,26,26.6,54.7,ok
2026-08-21 10:13:00,set,n4,26,27.4,53.6,ok
2026-08-21 10:13:30,set,n1,27,28.3,50.9,ok
2026-08-21 10:13:30,set,n2,27,25.3,57.0,ok
2026-08-21 10:13:30,set,n3,27,26.6,54.7,ok
2026-08-21 10:13:30,set,n4,27,27.4,53.6,ok
2026-08-21 10:14:00,set,n1,28,28.3,50.9,ok
2026-08-21 10:14:00,set,n2,28,25.3,57.0,ok
2026-08-21 10:14:00,set,n3,28,26.6,54.7,ok
2026-08-21 10:14:00,set,n4,28,27.4,53.5,ok
2026-08-21 10:14:30,set,n1,29,28.3,50.9,ok
2026-08-21 10:14:30,set,n2,29,25.3,57.0,ok
2026-08-21 10:14:30,set,n3,29,26.7,54.7,ok
2026-08-21 10:14:30,set,n4,29,27.4,53.5,ok
2026-08-21 10:15:00,set,n1,30,28.3,50.9,ok
2026-08-21 10:15:00,set,n2,30,25.3,56.9,ok
2026-08-21 10:15:00,set,n3,30,26.7,54.6,ok
2026-08-21 10:15:00,set,n4,30,27.5,53.5,ok
2026-08-21 10:15:30,set,n1,31,28.3,50.9,ok
2026-08-21 10:15:30,set,n2,31,25.3,56.9,ok
2026-08-21 10:15:30,set,n3,31,26.7,54.6,ok
2026-08-21 10:15:30,set,n4,31,27.5,53.5,ok
2026-08-21 10:16:00,set,n1,32,28.3,50.9,ok
2026-08-21 10:16:00,set,n2,32,25.4,56.9,ok
2026-08-21 10:16:00,set,n3,32,26.8,54.6,ok
2026-08-21 10:16:00,set,n4,32,27.5,53.5,ok
2026-08-21 10:16:30,set,n1,33,28.3,50.9,ok
2026-08-21 10:16:30,set,n2,33,25.4,56.9,ok
2026-08-21 10:16:30,set,n3,33,26.8,54.6,ok
2026-08-21 10:16:30,set,n4,33,27.5,53.5,ok
2026-08-21 10:17:00,set,n1,34,28.3,50.9,ok
2026-08-21 10:17:00,set,n2,34,25.4,56.8,ok
2026-08-21 10:17:00,set,n3,34,26.8,54.5,ok
2026-08-21 10:17:00,set,n4,34,27.5,53.4,ok
2026-08-21 10:17:30,set,n1,35,28.3,50.8,ok
2026-08-21 10:17:30,set,n2,35,25.5,56.8,ok
2026-08-21 10:17:30,set,n3,35,26.9,54.5,ok
2026-08-21 10:17:30,set,n4,35,27.5,53.5,ok
2026-08-21 10:18:00,set,n1,36,28.4,50.8,ok
2026-08-21 10:18:00,set,n2,36,25.5,56.8,ok
2026-08-21 10:18:00,set,n3,36,26.9,54.5,ok
2026-08-21 10:18:00,set,n4,36,27.5,53.4,ok
2026-08-21 10:18:30,set,n1,37,28.4,50.8,ok
2026-08-21 10:18:30,set,n2,37,25.5,56.8,ok
2026-08-21 10:18:30,set,n3,37,26.9,54.5,ok
2026-08-21 10:18:30,set,n4,37,27.5,53.5,ok
2026-08-21 10:19:00,set,n1,38,28.4,50.7,ok
2026-08-21 10:19:00,set,n2,38,25.6,56.7,ok
2026-08-21 10:19:00,set,n3,38,26.9,54.5,ok
2026-08-21 10:19:00,set,n4,38,27.5,53.5,ok
2026-08-21 10:19:30,set,n1,39,28.4,50.7,ok
2026-08-21 10:19:30,set,n2,39,25.6,56.7,ok
2026-08-21 10:19:30,set,n3,39,26.9,54.5,ok
2026-08-21 10:19:30,set,n4,39,27.5,53.5,ok
2026-08-21 10:20:00,set,n1,40,28.5,50.7,ok
2026-08-21 10:20:00,set,n2,40,25.6,56.7,ok
2026-08-21 10:20:00,set,n3,40,27.0,54.5,ok
2026-08-21 10:20:00,set,n4,40,27.5,53.5,ok
2026-08-21 10:20:30,set,n1,41,28.5,50.6,ok
2026-08-21 10:20:30,set,n2,41,25.7,56.7,ok
2026-08-21 10:20:30,set,n3,41,27.0,54.5,ok
2026-08-21 10:20:30,set,n4,41,27.5,53.5,ok
2026-08-21 10:21:00,set,n1,42,28.5,50.6,ok
2026-08-21 10:21:00,set,n2,42,25.7,56.6,ok
2026-08-21 10:21:00,set,n3,42,27.0,54.5,ok
2026-08-21 10:21:00,set,n4,42,27.5,53.5,ok
2026-08-21 10:21:30,set,n1,43,28.5,50.5,ok
2026-08-21 10:21:30,set,n2,43,25.7,56.6,ok
2026-08-21 10:21:30,set,n3,43,27.0,54.5,ok
2026-08-21 10:21:30,set,n4,43,27.4,53.5,ok
2026-08-21 10:22:00,set,n1,44,28.6,50.5,ok
2026-08-21 10:22:00,set,n2,44,25.8,56.6,ok
2026-08-21 10:22:00,set,n3,44,27.0,54.5,ok
2026-08-21 10:22:00,set,n4,44,27.4,53.5,ok
2026-08-21 10:22:30,set,n1,45,28.6,50.5,ok
2026-08-21 10:22:30,set,n2,45,25.8,56.6,ok
2026-08-21 10:22:30,set,n3,45,27.0,54.6,ok
2026-08-21 10:22:30,set,n4,45,27.4,53.6,ok
2026-08-21 10:23:00,set,n1,46,28.7,50.4,ok
2026-08-21 10:23:00,set,n2,46,25.8,56.6,ok
2026-08-21 10:23:00,set,n3,46,26.9,54.6,ok
2026-08-21 10:23:00,set,n4,46,27.4,53.6,ok
2026-08-21 10:23:30,set,n1,47,28.7,50.4,ok
2026-08-21 10:23:30,set,n2,47,25.8,56.7,ok
2026-08-21 10:23:30,set,n3,47,26.9,54.6,ok
2026-08-21 10:23:30,set,n4,47,27.3,53.6,ok
2026-08-21 10:24:00,set,n1,48,28.7,50.4,ok
2026-08-21 10:24:00,set,n2,48,25.8,56.7,ok
2026-08-21 10:24:00,set,n3,48,26.9,54.7,ok
2026-08-21 10:24:00,set,n4,48,27.3,53.6,ok
2026-08-21 10:24:30,set,n1,49,28.7,50.4,ok
2026-08-21 10:24:30,set,n2,49,25.8,56.7,ok
2026-08-21 10:24:30,set,n3,49,26.9,54.7,ok
2026-08-21 10:24:30,set,n4,49,27.3,53.6,ok
2026-08-21 10:25:00,set,n1,50,28.8,50.4,ok
2026-08-21 10:25:00,set,n2,50,25.8,56.7,ok
2026-08-21 10:25:00,set,n3,50,26.9,54.7,ok
2026-08-21 10:25:00,set,n4,50,27.3,53.6,ok
2026-08-21 10:25:30,set,n1,51,28.8,50.4,ok
2026-08-21 10:25:30,set,n2,51,25.8,56.8,ok
2026-08-21 10:25:30,set,n3,51,26.9,54.8,ok
2026-08-21 10:25:30,set,n4,51,27.3,53.6,ok
2026-08-21 10:26:00,set,n1,52,28.8,50.4,ok
2026-08-21 10:26:00,set,n2,52,25.8,56.8,ok
2026-08-21 10:26:00,set,n3,52,26.8,54.8,ok
2026-08-21 10:26:00,set,n4,52,27.3,53.5,ok
2026-08-21 10:26:30,set,n1,53,28.8,50.4,ok
2026-08-21 10:26:30,set,n2,53,25.8,56.9,ok
2026-08-21 10:26:30,set,n3,53,26.8,54.8,ok
2026-08-21 10:26:30,set,n4,53,27.3,53.5,ok
2026-08-21 10:27:00,set,n1,54,28.8,50.4,ok
2026-08-21 10:27:00,set,n2,54,25.8,56.9,ok
2026-08-21 10:27:00,set,n3,54,26.8,54.8,ok
2026-08-21 10:27:00,set,n4,54,27.3,53.5,ok
2026-08-21 10:27:30,set,n1,55,28.9,50.4,ok
2026-08-21 10:27:30,set,n2,55,25.8,57.0,ok
2026-08-21 10:27:30,set,n3,55,26.8,54.8,ok
2026-08-21 10:27:30,set,n4,55,27.3,53.4,ok
2026-08-21 10:28:00,set,n1,56,28.9,50.5,ok
2026-08-21 10:28:00,set,n2,56,25.7,57.0,ok
2026-08-21 10:28:00,set,n3,56,26.8,54.8,ok
2026-08-21 10:28:00,set,n4,56,27.3,53.4,ok
2026-08-21 10:28:30,set,n1,57,28.9,50.5,ok
2026-08-21 10:28:30,set,n2,57,25.7,57.1,ok
2026-08-21 10:28:30,set,n3,57,26.7,54.8,ok
2026-08-21 10:28:30,set,n4,57,27.3,53.3,ok
2026-08-21 10:29:00,set,n1,58,28.9,50.6,ok
2026-08-21 10:29:00,set,n2,58,25.7,57.1,ok
2026-08-21 10:29:00,set,n3,58,26.7,54.8,ok
2026-08-21 10:29:00,set,n4,58,27.3,53.2,ok
2026-08-21 10:29:30,set,n1,59,28.8,50.6,ok
2026-08-21 10:29:30,set,n2,59,25.7,57.1,ok
2026-08-21 10:29:30,set,n3,59,26.7,54.8,ok
2026-08-21 10:29:30,set,n4,59,27.3,53.2,ok
2026-08-21 10:30:00,set,n1,60,28.8,50.7,ok
2026-08-21 10:30:00,set,n2,60,25.7,57.2,ok
2026-08-21 10:30:00,set,n3,60,26.7,54.8,ok
2026-08-21 10:30:00,set,n4,60,27.3,53.1,ok
2026-08-21 10:30:30,set,n1,61,28.8,50.7,ok
2026-08-21 10:30:30,set,n2,61,25.6,57.2,ok
2026-08-21 10:30:30,set,n3,61,26.7,54.8,ok
2026-08-21 10:30:30,set,n4,61,27.3,53.0,ok
2026-08-21 10:31:00,set,n1,62,28.8,50.8,ok
2026-08-21 10:31:00,set,n2,62,25.6,57.2,ok
2026-08-21 10:31:00,set,n3,62,26.7,54.7,ok
2026-08-21 10:31:00,set,n4,62,27.4,52.9,ok
2026-08-21 10:31:30,set,n1,63,28.8,50.9,ok
2026-08-21 10:31:30,set,n2,63,25.6,57.3,ok
2026-08-21 10:31:30,set,n3,63,26.7,54.7,ok
2026-08-21 10:31:30,set,n4,63,27.4,52.8,ok
2026-08-21 10:32:00,set,n1,64,28.8,50.9,ok
2026-08-21 10:32:00,set,n2,64,25.6,57.3,ok
2026-08-21 10:32:00,set,n3,64,26.7,54.6,ok
2026-08-21 10:32:00,set,n4,64,27.4,52.7,ok
2026-08-21 10:32:30,set,n1,65,28.7,51.0,ok
2026-08-21 10:32:30,set,n2,65,25.6,57.3,ok
2026-08-21 10:32:30,set,n3,65,26.7,54.5,ok
2026-08-21 10:32:30,set,n4,65,27.5,52.6,ok
2026-08-21 10:33:00,set,n1,66,28.7,51.0,ok
2026-08-21 10:33:00,set,n2,66,25.6,57.3,ok
2026-08-21 10:33:00,set,n3,66,26.7,54.4,ok
2026-08-21 10:33:00,set,n4,66,27.5,52.5,ok
2026-08-21 10:33:30,set,n1,67,28.7,51.1,ok
2026-08-21 10:33:30,set,n2,67,25.5,57.3,ok
2026-08-21 10:33:30,set,n3,67,26.8,54.4,ok
2026-08-21 10:33:30,set,n4,67,27.5,52.5,ok
2026-08-21 10:34:00,set,n1,68,28.7,51.1,ok
2026-08-21 10:34:00,set,n2,68,25.5,57.2,ok
2026-08-21 10:34:00,set,n3,68,26.8,54.3,ok
2026-08-21 10:34:00,set,n4,68,27.6,52.4,ok
2026-08-21 10:34:30,set,n1,69,28.7,51.2,ok
2026-08-21 10:34:30,set,n2,69,25.5,57.2,ok
2026-08-21 10:34:30,set,n3,69,26.8,54.2,ok
2026-08-21 10:34:30,set,n4,69,27.6,52.3,ok
2026-08-21 10:35:00,set,n1,70,28.6,51.2,ok
2026-08-21 10:35:00,set,n2,70,25.6,57.1,ok
2026-08-21 10:35:00,set,n3,70,26.8,54.1,ok
2026-08-21 10:35:00,set,n4,70,27.6,52.2,ok
2026-08-21 10:35:30,set,n1,71,28.6,51.3,ok
2026-08-21 10:35:30,set,n2,71,25.6,57.1,ok
2026-08-21 10:35:30,set,n3,71,26.9,54.0,ok
2026-08-21 10:35:30,set,n4,71,27.7,52.2,ok
2026-08-21 10:36:00,set,n1,72,28.6,51.3,ok
2026-08-21 10:36:00,set,n2,72,25.6,57.0,ok
2026-08-21 10:36:00,set,n3,72,26.9,53.9,ok
2026-08-21 10:36:00,set,n4,72,27.7,52.1,ok
2026-08-21 10:36:30,set,n1,73,28.6,51.3,ok
2026-08-21 10:36:30,set,n2,73,25.6,56.9,ok
2026-08-21 10:36:30,set,n3,73,26.9,53.8,ok
2026-08-21 10:36:30,set,n4,73,27.7,52.1,ok
2026-08-21 10:37:00,set,n1,74,28.6,51.3,ok
2026-08-21 10:37:00,set,n2,74,25.6,56.8,ok
2026-08-21 10:37:00,set,n3,74,27.0,53.7,ok
2026-08-21 10:37:00,set,n4,74,27.7,52.0,ok
2026-08-21 10:37:30,set,n1,75,28.6,51.3,ok
2026-08-21 10:37:30,set,n2,75,25.6,56.8,ok
2026-08-21 10:37:30,set,n3,75,27.0,53.6,ok
2026-08-21 10:37:30,set,n4,75,27.8,52.0,ok
2026-08-21 10:38:00,set,n1,76,28.6,51.2,ok
2026-08-21 10:38:00,set,n2,76,25.7,56.7,ok
2026-08-21 10:38:00,set,n3,76,27.0,53.5,ok
2026-08-21 10:38:00,set,n4,76,27.8,52.0,ok
2026-08-21 10:38:30,set,n1,77,28.6,51.2,ok
2026-08-21 10:38:30,set,n2,77,25.7,56.6,ok
2026-08-21 10:38:30,set,n3,77,27.1,53.4,ok
2026-08-21 10:38:30,set,n4,77,27.8,52.0,ok
2026-08-21 10:39:00,set,n1,78,28.6,51.1,ok
2026-08-21 10:39:00,set,n2,78,25.7,56.4,ok
2026-08-21 10:39:00,set,n3,78,27.1,53.3,ok
2026-08-21 10:39:00,set,n4,78,27.8,52.0,ok
2026-08-21 10:39:30,set,n1,79,28.6,51.1,ok
2026-08-21 10:39:30,set,n2,79,25.7,56.3,ok
2026-08-21 10:39:30,set,n3,79,27.1,53.2,ok
2026-08-21 10:39:30,set,n4,79,27.8,52.0,ok
2026-08-21 10:40:00,set,n1,80,28.6,51.0,ok
2026-08-21 10:40:00,set,n2,80,25.8,56.2,ok
2026-08-21 10:40:00,set,n3,80,27.2,53.2,ok
2026-08-21 10:40:00,set,n4,80,27.8,52.1,ok
2026-08-21 10:40:30,set,n1,81,28.6,50.9,ok
2026-08-21 10:40:30,set,n2,81,25.8,56.1,ok
2026-08-21 10:40:30,set,n3,81,27.2,53.1,ok
2026-08-21 10:40:30,set,n4,81,27.8,52.1,ok
2026-08-21 10:41:00,set,n1,82,28.7,50.8,ok
2026-08-21 10:41:00,set,n2,82,25.9,56.0,ok
2026-08-21 10:41:00,set,n3,82,27.2,53.1,ok
2026-08-21 10:41:00,set,n4,82,27.8,52.2,ok
2026-08-21 10:41:30,set,n1,83,28.7,50.8,ok
2026-08-21 10:41:30,set,n2,83,25.9,55.9,ok
2026-08-21 10:41:30,set,n3,83,27.2,53.1,ok
2026-08-21 10:41:30,set,n4,83,27.8,52.2,ok
2026-08-21 10:42:00,set,n1,84,28.7,50.6,ok
2026-08-21 10:42:00,set,n2,84,25.9,55.8,ok
2026-08-21 10:42:00,set,n3,84,27.2,53.0,ok
2026-08-21 10:42:00,set,n4,84,27.8,52.3,ok
2026-08-21 10:42:30,set,n1,85,28.8,50.6,ok
2026-08-21 10:42:30,set,n2,85,25.9,55.7,ok
2026-08-21 10:42:30,set,n3,85,27.2,53.0,ok
2026-08-21 10:42:30,set,n4,85,27.7,52.4,ok
2026-08-21 10:43:00,set,n1,86,28.8,50.4,ok
2026-08-21 10:43:00,set,n2,86,26.0,55.6,ok
2026-08-21 10:43:00,set,n3,86,27.2,53.0,ok
2026-08-21 10:43:00,set,n4,86,27.7,52.4,ok
2026-08-21 10:43:30,set,n1,87,28.8,50.3,ok
2026-08-21 10:43:30,set,n2,87,26.0,55.6,ok
2026-08-21 10:43:30,set,n3,87,27.2,53.1,ok
2026-08-21 10:43:30,set,n4,87,27.7,52.5,ok
2026-08-21 10:44:00,set,n1,88,28.9,50.2,ok
2026-08-21 10:44:00,set,n2,88,26.0,55.5,ok
2026-08-21 10:44:00,set,n3,88,27.2,53.1,ok
2026-08-21 10:44:00,set,n4,88,27.7,52.6,ok
2026-08-21 10:44:30,set,n1,89,28.9,50.1,ok
2026-08-21 10:44:30,set,n2,89,26.0,55.4,ok
2026-08-21 10:44:30,set,n3,89,27.2,53.1,ok
2026-08-21 10:44:30,set,n4,89,27.7,52.7,ok
2026-08-21 10:45:00,set,n1,90,28.9,50.0,ok
2026-08-21 10:45:00,set,n2,90,26.1,55.4,ok
2026-08-21 10:45:00,set,n3,90,27.2,53.2,ok
2026-08-21 10:45:00,set,n4,90,27.6,52.8,ok
2026-08-21 10:45:30,set,n1,91,29.0,49.9,ok
2026-08-21 10:45:30,set,n2,91,26.1,55.4,ok
2026-08-21 10:45:30,set,n3,91,27.2,53.3,ok
2026-08-21 10:45:30,set,n4,91,27.6,52.9,ok
2026-08-21 10:46:00,set,n1,92,29.0,49.8,ok
2026-08-21 10:46:00,set,n2,92,26.1,55.3,ok
2026-08-21 10:46:00,set,n3,92,27.2,53.3,ok
2026-08-21 10:46:00,set,n4,92,27.6,53.0,ok
2026-08-21 10:46:30,set,n1,93,29.0,49.7,ok
2026-08-21 10:46:30,set,n2,93,26.1,55.3,ok
2026-08-21 10:46:30,set,n3,93,27.2,53.4,ok
2026-08-21 10:46:30,set,n4,93,27.6,53.1,ok
2026-08-21 10:47:00,set,n1,94,29.0,49.6,ok
2026-08-21 10:47:00,set,n2,94,26.1,55.3,ok
2026-08-21 10:47:00,set,n3,94,27.2,53.5,ok
2026-08-21 10:47:00,set,n4,94,27.6,53.1,ok
2026-08-21 10:47:30,set,n1,95,29.1,49.5,ok
2026-08-21 10:47:30,set,n2,95,26.1,55.4,ok
2026-08-21 10:47:30,set,n3,95,27.1,53.6,ok
2026-08-21 10:47:30,set,n4,95,27.5,53.2,ok
2026-08-21 10:48:00,set,n1,96,29.1,49.4,ok
2026-08-21 10:48:00,set,n2,96,26.1,55.4,ok
2026-08-21 10:48:00,set,n3,96,27.1,53.6,ok
2026-08-21 10:48:00,set,n4,96,27.5,53.3,ok
2026-08-21 10:48:30,set,n1,97,29.1,49.4,ok
2026-08-21 10:48:30,set,n2,97,26.1,55.4,ok
2026-08-21 10:48:30,set,n3,97,27.1,53.8,ok
2026-08-21 10:48:30,set,n4,97,27.5,53.3,ok
2026-08-21 10:49:00,set,n1,98,29.1,49.3,ok
2026-08-21 10:49:00,set,n2,98,26.1,55.5,ok
2026-08-21 10:49:00,set,n3,98,27.1,53.8,ok
2026-08-21 10:49:00,set,n4,98,27.5,53.3,ok
2026-08-21 10:49:30,set,n1,99,29.1,49.3,ok
2026-08-21 10:49:30,set,n2,99,26.0,55.5,ok
2026-08-21 10:49:30,set,n3,99,27.0,53.9,ok
2026-08-21 10:49:30,set,n4,99,27.5,53.4,ok
2026-08-21 10:50:00,set,n1,100,29.1,49.3,ok
2026-08-21 10:50:00,set,n2,100,26.0,55.6,ok
2026-08-21 10:50:00,set,n3,100,27.0,54.0,ok
2026-08-21 10:50:00,set,n4,100,27.5,53.4,ok
2026-08-21 10:50:30,set,n1,101,29.1,49.3,ok
2026-08-21 10:50:30,set,n2,101,26.0,55.7,ok
2026-08-21 10:50:30,set,n3,101,27.0,54.1,ok
2026-08-21 10:50:30,set,n4,101,27.5,53.4,ok
2026-08-21 10:51:00,set,n1,102,29.1,49.3,ok
2026-08-21 10:51:00,set,n2,102,26.0,55.7,ok
2026-08-21 10:51:00,set,n3,102,27.0,54.1,ok
2026-08-21 10:51:00,set,n4,102,27.6,53.4,ok
2026-08-21 10:51:30,set,n1,103,29.1,49.3,ok
2026-08-21 10:51:30,set,n2,103,25.9,55.8,ok
2026-08-21 10:51:30,set,n3,103,27.0,54.2,ok
2026-08-21 10:51:30,set,n4,103,27.6,53.4,ok
2026-08-21 10:52:00,set,n1,104,29.1,49.3,ok
2026-08-21 10:52:00,set,n2,104,25.9,55.9,ok
2026-08-21 10:52:00,set,n3,104,27.0,54.3,ok
2026-08-21 10:52:00,set,n4,104,27.6,53.3,ok
2026-08-21 10:52:30,set,n1,105,29.1,49.3,ok
2026-08-21 10:52:30,set,n2,105,25.9,56.0,ok
2026-08-21 10:52:30,set,n3,105,27.0,54.3,ok
2026-08-21 10:52:30,set,n4,105,27.6,53.3,ok
2026-08-21 10:53:00,set,n1,106,29.1,49.4,ok
2026-08-21 10:53:00,set,n2,106,25.9,56.1,ok
2026-08-21 10:53:00,set,n3,106,27.0,54.4,ok
2026-08-21 10:53:00,set,n4,106,27.6,53.2,ok
2026-08-21 10:53:30,set,n1,107,29.1,49.4,ok
2026-08-21 10:53:30,set,n2,107,25.9,56.1,ok
2026-08-21 10:53:30,set,n3,107,27.0,54.4,ok
2026-08-21 10:53:30,set,n4,107,27.7,53.2,ok
2026-08-21 10:54:00,set,n1,108,29.0,49.5,ok
2026-08-21 10:54:00,set,n2,108,25.8,56.2,ok
2026-08-21 10:54:00,set,n3,108,27.0,54.4,ok
2026-08-21 10:54:00,set,n4,108,27.7,53.1,ok
2026-08-21 10:54:30,set,n1,109,29.0,49.5,ok
2026-08-21 10:54:30,set,n2,109,25.8,56.3,ok
2026-08-21 10:54:30,set,n3,109,27.0,54.4,ok
2026-08-21 10:54:30,set,n4,109,27.7,53.0,ok
2026-08-21 10:55:00,set,n1,110,29.0,49.6,ok
2026-08-21 10:55:00,set,n2,110,25.8,56.4,ok
2026-08-21 10:55:00,set,n3,110,27.0,54.4,ok
2026-08-21 10:55:00,set,n4,110,27.8,52.9,ok
2026-08-21 10:55:30,set,n1,111,29.0,49.7,ok
2026-08-21 10:55:30,set,n2,111,25.8,56.4,ok
2026-08-21 10:55:30,set,n3,111,27.0,54.4,ok
2026-08-21 10:55:30,set,n4,111,27.8,52.8,ok
2026-08-21 10:56:00,set,n1,112,28.9,49.7,ok
